축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
당진해나루황토고구마축제(미정),당진종합운동장,2021-01-01,2021-12-31,"고구마 캐기, 요리경연대회, 농산물 구매, 노래자랑",고대농협,해나루황토고구마축제위원회,"당진시,농협중앙회당진시지부,당진축협 등",041-355-6080,,"고구마, 해나루, 온라인",충청남도 당진시 고대면 고대로 33,충청남도 당진시 고대면 진관리 349-20,36.92244231,126.6015041,2021-10-26,5680000,충청남도 당진시
남이흥장군문화제(미정),충장사 일원,2021-01-01,2021-12-31,"장군행렬 재연행사, 학생 백일장, 풍물놀이, 무예시범, 호패만들기","당진문화원, 당진시궁도협회, 당진시씨름협회 등",남이흥장군문화제집행위원회,"충청남도, 충청남도 당진시, 당진경찰서, 신성대학 등",041-353-1517,,"남이흥장군묘일원, 남이흥장군유품",충청남도 당진시 대호지면 충장1길 73-48,충청남도 당진시 대호지면 도이리 373-1,36.924978,126.529455,2021-10-26,5680000,충청남도 당진시
당진해나루쌀농특산물축제(미정),삽교호 관광지 일원,2021-01-01,2021-12-31,"쌀 직거래판매, 맷돌체험, 쌀 경매, 절편무늬찍기 체험, 가래떡 뽑기",당진시농업인단체협의회,해나루쌀농특산물축제추진위원회,"당진시,농협중앙회당진시지부 등",041-350-4147,,"쌀, 해나루, 기네스북, 삽교호",충청남도 당진시 신평면 삽교천3길 79,충청남도 당진시 신평면 운정리 197-3,36.89061045,126.8244109,2021-10-26,5680000,충청남도 당진시
왜목마을해넘이해돋이축제(미정),왜목마을 일대,2021-01-01,2021-12-31,"소원적기, 달짚태우기, 대붓퍼포먼스, 노래자랑, 불꽃놀이, 퓨전국악",충청남도 당진시,왜목마을 해돋이축제추진위원회,"한국동서발전,석문면개발위원회,당진시",041-350-3591,,,충청남도 당진시 석문면 왜목길 26,충청남도 당진시 석문면 교로리 844-4,37.04443385,126.5261285,2021-10-26,5680000,충청남도 당진시
감물감자축제,감물면사무소 일원,2021-06-18,2021-06-20,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,괴산군,감물면 기관단체 등,043-830-2433,,,충청북도 괴산군 감물면 남양동길 38,,36.83914154,127.8714427,2021-10-26,4460000,충청북도 괴산군
백제 어울마당,공산성,2017-04-15,2017-11-05,"백제기악 미마지탈극, 백제춤추기 체험 등",봉황기획,공주시,,041-840-8069,,,충청남도 공주시 웅진로 28,충청남도 공주시 금성동 65-3,36.46521533,127.1236356,2021-10-22,4500000,충청남도 공주시
웅진성수문병 근무교대식,공산성 금서루,2017-04-15,2017-10-29,"수문병 근무교대식,백제왕.왕비복 체험,  옥사체험,    활쏘기 체험 등",웅진문화회,공주시,,041-840-8069,,,충청남도 공주시 웅진로 280,충청남도 공주시 금성동 65-3,36.46521533,127.1236802,2021-10-22,4500000,충청남도 공주시
공주 석장리 구석기축제,석장리박물관,2017-05-03,2017-05-07,구석기문화 체험,공주석장리구석기축제조직위원회,공주시,,041-840-8090,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.44795221,127.1875895,2021-10-22,4500000,충청남도 공주시
계룡산산신제,계룡면 양화리 신원사일원,2017-04-12,2017-04-16,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2021-10-22,4500000,충청남도 공주시
마곡사 신록축제,사곡면 운암리 마곡사일원,2017-04-22,2017-04-22,"명상길 걷기,템플스테이, 전국 학생그림그리기 대회",마곡사신록축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.55740589,127.011603,2021-10-22,4500000,충청남도 공주시
제63회 백제문화제,금강신관공원,2017-09-28,2017-10-05,"웅진성퍼레이드,체험마당, 무대공연,농특산품전시 및 판매",백제문화선양위원회,백제문화제추진위원회,,041-840-8090,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47835102,127.1204236,2021-10-22,4500000,충청남도 공주시
2017 겨울공주군밤축제,금학생태공원,2017-12-22,2018-01-28,눈썰매장 및 겨울놀이시설 운영,겨울공주 군밤축제추진위원회,공주시,,041-840-8090,,,충청남도 공주시 금학동 111-1,충청남도 공주시 금학동 111-1,36.43336915,127.124038,2021-10-22,4500000,충청남도 공주시
2018 백제어울마당,송산리고분군(무령왕릉) 일원,2018-04-14,2018-10-28,"미마지탈 만들고 써보기, 백제춤주기, 퓨전공연 등",봉황기획,공주시,,041-840-8069,,,충청남도 공주시 왕릉로 37,충청남도 공주시 웅진동 57-1,36.46244576,127.112978,2021-10-22,4500000,충청남도 공주시
2018 웅진성수문병 근무교대식,공산성 금서루,2018-04-21,2018-11-04,"수문병 근무교대식, 공산성 성벽극장 인형극, 관광객과 함께하는 어가행렬",웅진문화회,공주시,,041-840-8069,,,충청남도 공주시 웅진로 280,충청남도 공주시 금성동 65-3,36.46521533,127.1236802,2021-10-22,4500000,충청남도 공주시
2018 공주 석장리 세계구석기축제,석장리박물관,2018-05-04,2018-05-07,"네안데르탈인 특별전시전, 별빛토크쇼, 구석기문화 체험 등",공주석장리구석기축제조직위원회,공주시,,041-840-8112,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.44795221,127.1875895,2021-10-22,4500000,충청남도 공주시
2018 계룡산산신제,계룡면 양화리 신원사일원,2018-04-28,2018-05-01,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2021-10-22,4500000,충청남도 공주시
제15회 마곡사신록축제,사곡면 운암리 마곡사일원,2018-05-12,2018-05-13,"버스킹공연, 소나무심기, 야생화 전시, 농특산물 판매 등",마곡사신록축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.55740589,127.011603,2021-10-22,4500000,충청남도 공주시
2018 계룡산벚꽃축제,계룡산 동학사 일원,2018-04-06,2018-04-15,"야간경관 설치, 계룡산벚꽃가요제, 분청사기 만들기, 먹거리 운영 등",계룡산축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 반포면 동학사1로 167-31,충청남도 공주시 반포면 학봉리 631-9,36.36030634,127.2509274,2021-10-22,4500000,충청남도 공주시
2018 마곡사토요무대,마곡사관광지 야외무대,2018-07-07,2018-08-25,"버스킹공연, 프린지공연, 섹소폰 연주, 국악연주 등",마곡사상인연합회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 854,충청남도 공주시 사곡면 운암리 722-4,36.55728753,127.0183843,2021-10-22,4500000,충청남도 공주시
제64회 백제문화제,금강신관공원 및 공산성 일원,2018-09-14,2018-09-22,"K-POP 한류페스티벌, 웅진성퍼레이드, 체험마당, 먹거리마당, 농특산물판매 등",공주시백제문화선양위원회,백제문화제추진위원회,,041-840-8069,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47835102,127.1204236,2021-10-22,4500000,충청남도 공주시
2019겨울공주군밤축제,고마아트센터,2019-01-18,2019-01-20,눈썰매장 및 겨울놀이시설 운영,겨울공주 군밤축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 금학동 111-1,충청남도 공주시 금학동 111-1,36.43336915,127.124038,2021-10-22,4500000,충청남도 공주시
2019 백제어울마당,송산리고분군(무령왕릉) 일원,2019-05-04,2019-11-02,"미마지탈극, 무예극, 백제탈 체험 등",JK커뮤니케이션,공주시,,041-840-8069,,,충청남도 공주시 왕릉로 37,충청남도 공주시 웅진동 57-1,36.46244576,127.112978,2021-10-22,4500000,충청남도 공주시
2019 웅진성수문병 근무교대식,공산성 금서루,2019-05-04,2019-11-10,"수문병 근무교대식, 체험프로그램 등",봉황기획,공주시,,041-840-8069,,,충청남도 공주시 웅진로 280,충청남도 공주시 금성동 65-3,36.46521533,127.1236802,2021-10-22,4500000,충청남도 공주시
2019 공주 석장리 구석기축제,석장리박물관,2019-05-03,2019-05-06,"네안데르탈인 특별전시전, 별빛토크쇼, 구석기문화 체험 등",공주석장리구석기축제조직위원회,공주시,,041-840-8112,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.44795221,127.1875895,2021-10-22,4500000,충청남도 공주시
2019 계룡산산신제,계룡면 양화리 신원사일원,2019-04-20,2019-04-21,"유.불.무가식 산신제,점사체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-2056,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2021-10-22,4500000,충청남도 공주시
제16회 마곡사신록축제,사곡면 운암리 마곡사일원,2019-04-27,2019-04-28,"버스킹공연, 꽃화분, 야생화 전시, 보물찾기, 농특산물 판매 등",마곡사신록축제추진위원회,공주시,,041-840-2056,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.55740589,127.011603,2021-10-22,4500000,충청남도 공주시
2019 계룡산벚꽃축제,계룡산 동학사 일원,2019-04-05,2019-04-14,"야간경관 설치, 계룡산벚꽃가요제, 분청사기 만들기, 먹거리 운영 등",계룡산축제추진위원회,공주시,,041-840-2056,,,충청남도 공주시 반포면 동학사1로 167-31,충청남도 공주시 반포면 학봉리 631-9,36.36030634,127.2509274,2021-10-22,4500000,충청남도 공주시
갑사황매화 축제,갑사일원,2019-04-26,2019-04-28,"문화공연, 체험, 갑사 과거사 사진전시회 등",갑사번영회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 갑사로 567-3,충청남도 공주시 계룡면 갑사로 567-3,36.36607692,127.1864443,2021-10-22,4500000,충청남도 공주시
공주항공축제,공주경비행기장(정안천 일원),2019-05-04,2019-05-06,"경량항공기 활주로 주행체험, 포토존, 물로켓 만들기등",공주경비행기,공주시,,041-840-8093,,,충청남도 공주시 의당면 수촌리 943,충청남도 공주시 의당면 수촌리 943,36.5103003287,127.1259096504,2021-10-22,4500000,충청남도 공주시
공주 금강여름축제,고마아트센터,2019-07-26,2019-07-28,"국악&재즈공연, 프린지공연, 밴드경연대회, 물놀이 체험및 전시, 먹거리 운영 등",공주 금강여름축제조직위원회,공주시,,041-840-2056,,,충청남도 공주시 사곡면 마곡사로 854,충청남도 공주시 사곡면 운암리 722-4,36.55728753,127.0183843,2021-10-22,4500000,충청남도 공주시
제65회 백제문화제,금강신관공원 및 공산성 일원,2019-09-28,2019-10-06,"웅진파타지아, 웅진성퍼레이드, 체험마당, 먹거리마당, 농특산물판매 등",공주시백제문화선양위원회,백제문화제추진위원회,,041-840-8069,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47835102,127.1204236,2021-10-22,4500000,충청남도 공주시
화성 효 마라톤 대회,화성시,2021-11-30,2011-11-30,마라톤 대회,화성시 체육회,화성시,경인일보,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6번지,37.1375437522,126.9242565293,2021-10-21,5530000,경기도 화성시
정조 효 문화제 역사토크콘서트,반석아트홀,2021-10-06,2021-10-06,정조의 업적과 능행차의 유네스코 등재 가치에 대한 토크콘서트,화성시문화재단,화성시,,031-5189-3835,http://www.정조효문화제.com/,,경기도 화성시 노작로 134,경기도 화성시 반송동 108번지,37.2006875692,127.0751221069,2021-10-21,5530000,경기도 화성시
2021년 화성시 평생학습주간,평생학습관 외,2021-10-25,2021-10-30,평생학습작품 전시회 + 근거리평생학습센터 이루리 일일체험,화성시,화성시,,031-5189-3250,https://u-life.hscity.go.kr/,,경기도 화성시 10용사로 343-10,경기도 화성시 능동 1152-7번지,37.199829,127.0558121222,2021-10-21,5530000,경기도 화성시
2021 화성 학생동아리 축제,다원이음터,2021-10-23,2021-11-06,학생동아리 공연 및 온라인 전시 + 체험,화성시 인재육성재단,화성시,,031-5189-6074,http://www.hsscf.kr/,,경기도 화성시 동탄순환대로 754-14,경기도 화성시 영천동 산17-19번지,37.2105421414,127.1045261196,2021-10-21,5530000,경기도 화성시
청소년마을축제,화성시청 대강당,2021-11-06,2021-11-07,보이는 라디오 + 청소년 동아리공연 + 체험 프로그램,화성시여성가족청소년재단,화성시,,031-5189-3148,https://www.hswf.or.kr/modunurim/88,,경기도 화성시 남양읍 시청로 159,경기도 화성시 남양읍 남양리 2000번지,37.1974900874,126.8302655375,2021-10-21,5530000,경기도 화성시
제13회 품앗이 공연예술축제,민들레연극마을,2021-11-04,2021-11-07,연극 + 음악공연 + 체험 프로그램,"화성시문화재단,민들레연극마을",화성시,,031-5189-6147,http://www.mdl.or.kr/home/,,경기도 화성시 우정읍 이화뱅곳길 22,경기도 화성시 우정읍 이화리 716-5번지,37.0396478837,126.7979022990,2021-10-21,5530000,경기도 화성시
(취소) 2020 화성뱃놀이축제,"전곡항,제부마리나",2021-06-01,2021-06-01,해양레저 체험,화성시문화재단,화성시,,031-5189-6136,http://hs-boatingfestival.com/,,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.186718,126.6524993786,2021-10-21,5530000,경기도 화성시
(취소) 2020 화성송산포도축제,궁평항,2021-09-04,2021-09-05,포도 체험 + 직거래 장터,(사)화성송산포도연합회,화성시,,031-5189-6441,,,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,37.1160290822,126.6812747609,2021-10-21,5530000,경기도 화성시
(취소) 화성시민 한마음 체육대회,화성종합경기타운,2021-10-01,2021-10-01,화성시민 대상 체육대회,화성시 체육회,화성시,,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6번지,37.1375437522,126.9242565293,2021-10-21,5530000,경기도 화성시
고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원(2020~2021년 코로나19로 미실시)",2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",고흥축제추진위원회,고흥군,"과학기술정보통신부, 여성가족부, 전라남도",061-830-5305,http://tour.goheung.go.kr/tour/culture/festival/01.do,"주변관광지 : 나로도 편백숲, 쑥섬(애도), 나로도항(매운탕, 회)",전라남도 고흥군 봉래면 하반로 490,전라남도 고흥군 봉래면 예내리 480,34.45357843,127.5181524,2021-10-22,4880000,전라남도 고흥군
제주국제관악제,제주도 일대,2021-08-08,2021-08-15,매해 시원한 관악(管樂)으로 제주의 여름을 식히는 제주국제관악제 제주국제관악콩쿠르가 제주도 일원에서 열린다.,제주특별자치도 제주국제관악제조직위원회,제주특별자치도 제주국제관악제조직위원회,문화체육관광부 한국문화예술위원회 제주특별자치도교육정 제주특별자치도개발공사 KBS제주 제주MBC KCTV 제민일보 제주매일 제주일보 뉴제주일보 한라일보,064-722-8704,http://jiwef.org/default/index.php,,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2021-10-21,6510000,제주특별자치도 제주시
9.81파크; X리그 2021 정규시즌,애월읍 천덕로,2021-03-01,2021-11-07,무동력레이싱 및 GROC 2021,㈜모노리스,모노리스제주파크㈜,,064-1899-9810,https://www.981park.com/,,제주특별자치도 제주시 애월읍 천덕로 880-24,,33.39003694,126.3665097,2021-10-21,6510000,제주특별자치도 제주시
제주일노래 상설공연,제주시 향사당,2021-06-05,2021-08-21,제주일노래 상설공연 및 전시,제주일노래상설공연집행위원회,제주일노래상설공연집행위원회,,070-4548-5367,http://www.jejusong.or.kr/,,제주특별자치도 제주시 중앙로12길 29,,33.51204595,126.5216322,2021-10-21,6510000,제주특별자치도 제주시
탐라문화제,제주시 탐라문화광장,2021-10-06,2021-10-21,제주 전통문화 예술 공연,한국예총제주특별자치도연합회,탐라문화제추진위원회,문화체육관광부 제주특별자치도의회 제주특별자치도교육청 NH농협 제주지역본부 한국문화예술위원회 제주관광공사 제주특별자치도관광협회 한라산소주,064-753-3287,http://www.tamnafestival.kr/,,제주특별자치도 제주시 일도1동 1146-22,,33.51244466,126.5279518,2021-10-21,6510000,제주특별자치도 제주시
2021 광해 원도심을 만나다,제주시 원도심일대,2021-07-01,2021-09-30,7~9월 간 광해군의 주요 기념일과 연계하여 걷기투어 인문학강좌 역사퀴즈쇼 외에 8가지 프로그램으로 다채롭게 체험할 수 있는 테마축제,제주특별자치도 도시재생지원센터 제주대학교 스토리텔링연구개발센터,제주특별자치도,,064-727-0617,http://www.jejuregen.org/forum/notice/2500,코로나19 3단계 격상으로 7월 진행 예정 프로그램 취소,제주특별자치도 제주시 칠성로길1,,33.5135027,126.5234011,2021-10-21,6510000,제주특별자치도 제주시
산지에 색을 입히다· 컬러풀산지,탐라문화광장,2021-09-03,2021-11-27,제주관광공사는 9월3일(금)부터 11월 27일(토)까지 3개월간 탐라문화광장 일대에서 코로나19 장기화로 침체된 탐라문화광장 일대를 환하게 밝혀 활력을 불어넣기 위해 비대면 경관조성 사업인 「산지에 색을 입히다· 컬러풀산지(컬러풀산지)」를 개최한다.,제주관광공사,제주관광공사,,064-740-6000,,,,제주특별자치도 제주시 일도일동 1498,33.5105120974,126.5267556,2021-10-21,6510000,제주특별자치도 제주시
하트온(HEART ON)· 신산에 불을 켜다,신산공원일대,2021-10-12,2021-10-31,새로운 야간문화관광 콘텐츠로 제주시 도심 속 휴식공간인 신산공원에서 가을밤 아름다운 불이 켜진다.,제주관광공사,제주특별자치도,,064-740-6000,,사전예약 운영,,제주특별자치도 제주시 일도이동 830,33.5072041,126.5331043,2021-10-21,6510000,제주특별자치도 제주시
제주 해변에서 해양쓰레기의 심각성을 알리다· FILTER-,이호테우해변,2021-10-10,2021-10-23,해양쓰레기 팝업 전시 및 스토어,제주관광공사,제주특별자치도,,064-740-6000,,사전예약 운영,제주특별자치도 제주시 도리로 15-20,,33.4974594,126.4538441,2021-10-21,6510000,제주특별자치도 제주시
문화 향유의 공간· 탐나는 원도심,탐라문화광장,2021-10-15,2021-11-27,매 주말마다 문화행사 개최,제주관광공사,제주특별자치도,,064-740-6000,,,,제주특별자치도 제주시 일도일동 1498,33.5105120974,126.5267556,2021-10-21,6510000,제주특별자치도 제주시
2021 제12회 제주프랑스영화제,CGV제주 및 제주북초등학교,2021-11-04,2021-11-08,매해 다양한 장르의 고품격 프랑스영화 장편· 단편 작품을 제주에 소개하고 있는 제주프랑스영화제,제주프랑스영화제집행위원회,제주국제문화교류협회,제주특별자치도,070-4548-5367,www.jejufff.org,,제주특별자치도 제주시 서광로 288,,33.5000817,126.5272542,2021-10-21,6510000,제주특별자치도 제주시
고성군민의 날 및 수성문화제,고성종합운동장외 부대시설,2021-09-15,2021-09-16,"수성제례, 군민의 날 행사 등",고성문화원,고성군수성문화제위원회,"고성군, 고성군의회, 고성경찰서, 강원도고성교육지원청, 고성소방서, 22사단 및 예하 부대, 관내 기관, 단체, 학교",,,코로나19로 축소 추진,강원도 고성군 간성읍 수성로 87,강원도 고성군 간성읍 상리 500번지 외,38.37632274,128.4650421,2021-10-15,4340000,강원도 고성군
대이작 섬마을 밴드 음악축제,대이작도 일원,2020-07-25,2020-07-25,"가수공연, 체험행사, 불꽃놀이, 등",옹진문화원,옹진문화원,옹진군,032-899-2264,,,,인천광역시 옹진군 자월면 이작리 455,,,2021-10-18,3580000,인천광역시 옹진군
평창송어축제,진부면 오대천일원,2019-12-28,2020-02-02,송어얼음낚시+송어맨손잡기,평창송어축제위원회,강원도 평창군,"문화체육관광부,강원도, 한국관광공사",033-336-4000,http://www.festival700.or.kr,주변관광지 및 행사정보제공,강원도 평창군 진부면 경강로 3562,강원도 평창군 진부면 하진부리 325,37.6332195,128.5570386,2021-09-15,4280000,강원도 평창군
대관령눈꽃축제,대관령면 횡계리 송천일원,2020-01-17,2020-01-27,눈조각전시+눈썰매체험,대관령면축제위원회,강원도 평창군,평창군,033-335-3995,http://www.snowfestival.net,주변관광지 및 행사정보제공,강원도 평창군 대관령면 사부랑길224-2,강원도 평창군 대관령면 횡계리 661,37.6723201,128.710380,2021-09-15,4280000,강원도 평창군
오대산문화축전,오대산 월정사,2020-10-08,2020-10-11,산사음악회+전시+불교문화체험,월정사,강원도 평창군,강원도,033-339-6800,http://www.woljeongsa.org,주변관광지 및 행사정보제공,강원도 평창군 진부면 오대산로 413-28,강원도 평창군 진부면 동산리63-9,37.73403976,128.5875972,2021-09-15,4280000,강원도 평창군
이태원지구촌축제,이태원 관광특구 일원,2020-12-31,2020-12-31,"* 거리퍼레이드, 세계·한국음식부스 운영, 국가 홍보부스,   세계민속 공연* 문화체험, 이태원 특화 공연 및 관내 박물관 등 기관   참여 프로그램 등",(사)이태원관광특구연합회,(사)이태원관광특구연합회,,,,,이태원로,,,,2021-09-15,3020000,서울특별시 용산구
국악의 향연,꽃바위문화관 3층 다목적공연장,2021-05-24,2021-05-24,국악,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
리차드 로의 재즈톡,꽃바위문화관 3층 다목적공연장,2021-06-24,2021-06-24,재즈,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
나 때는 말이야,꽃바위문화관 3층 다목적공연장,2021-07-22,2021-07-22,힙합,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
힐링 개그 콘서트,꽃바위문화관 3층 다목적공연장,2021-08-26,2021-08-26,개그x싱어롱,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
오페라 팝페라 뽕페라,꽃바위문화관 3층 다목적공연장,2021-09-30,2021-09-30,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
박강수콘서트,꽃바위문화관 3층 다목적공연장,2021-10-21,2021-10-21,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-09-24,3710000,울산광역시 동구
군포철쭉축제,철쭉동산,2021-04-01,2021-05-31,미개최,미개최,미개최,미개최,031-390-0063,www.gunpo.go.kr/,미개최,경기도 군포시 수리산로 69,경기도 군포시 산본동 1152-14,37.35595441,126.9174745,2021-09-15,4020000,경기도 군포시
아산성웅이순신축제,온양온천역 광장 및 시내일원,2019-04-24,2019-04-28,"승전행렬 퍼레이드, 개폐막공연, 전시체험 및 기타부대행사",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_esunshin/2017/index.asp,,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 56-9,36.78074391,127.0022181,2021-08-19,4520000,충청남도 아산시
신정호 별빛축제,아산시 신정호 야외음악당 및 잔디 일원,2021-07-23,2021-08-15,"LED쉼터, 체험관, 포토존",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_sinjungho/,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77260735,126.9831403,2021-08-19,4520000,충청남도 아산시
설화예술제,신정호 야외음악당 및 이순신체육관,2019-09-27,2019-09-29,"개폐막식, 지역예술인창작발표 공연 및 전시",(사)한국예총 아산지회,충청남도 아산시,,041-540-2087,,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77260735,126.9831403,2021-08-19,4520000,충청남도 아산시
은행나무길 축제,곡교천 은행나무길,2019-10-24,2019-10-27,"공연, 프리마켓, 거리공연",(재)아산문화재단,충청남도 아산시,,041-540-2550,http://culture.asan.go.kr/_ginko/,,,충청남도 아산시 염치읍 백암리 502-3,,,2021-08-19,4520000,충청남도 아산시
외암민속마을 짚풀문화제,외암민속마을일원(아산시 송악면 외암리),2000-10-01,2019-10-20,전통문화(짚&풀)를 주제로한 공연/재연/체험행사 프로그램,(사)외암민속마을보존회,충청남도 아산시,,041-536-8458,www.oeam.co.kr,,충청남도 아산시 송악면 외암민속길 5,충청남도 아산시 송악면 외암리 258-3,36.73032636,127.0137712,2021-08-19,4520000,충청남도 아산시
제24회 무안연꽃추제,회산백련지 일원,2020-07-23,2020-07-26,"아이스존, 연자방 소방등 달기, 연꽃 팥빙수 나눔잔치, 연잎들고 연꽃길 걷기, 연 공예체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,2021-08-20,4950000,전라남도 무안군
제8회 무안황토갯벌축제,무안황토갯벌랜드 일원,2020-06-12,2020-06-14,"풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,2021-08-20,4950000,전라남도 무안군
정월대보름 행사,안양천변 축구장(신정교아래),2019-02-16,2019-02-16,"정월대보름 행사 (풍물놀이, 민속놀이체험, 달집태우기, 불꽃놀이, 먹걸이장터등)",서울특별시 양천문화원,서울특별시 양천구청,,02-2651-5300,http://www.yangcheon.go.kr,,,서울특별시 양천구 신정동 1319-2,37.516601,126.863871,2021-08-23,3140000,서울특별시 양천구
방아다리벚꽃축제,신월5동,2019-04-06,2019-04-06,벚꽃 풍경이 멋진 방아다리길에서 마을주민축제개최,벚꽃축제추진위,신월5동,,02-2620-4130,http://www.yangcheon.go.kr,,,서울특별시 양천구 신정동 1319-3,37.51357078,126.8333718,2021-08-23,3140000,서울특별시 양천구
2019해우리문화축제,양천공원,2019-09-28,2019-09-28,"반려예술,반려식물존 구성으로 반려문화 한마당 개최",코피플랜,서울특별시 양천구청,,02-2620-3404,http://www.yangcheon.go.kr,,,서울특별시 양천구 신정동 1319-4,39.516601,128.863871,2021-08-23,3140000,서울특별시 양천구
서대문독립민주축제,"서대문형무소역사관, 신촌문화발전소, 라이카시네마",2021-08-14,2021-08-15,"풋프린팅,역사콘서트,체험프로그램 등",서울특별시 서대문독립민주축제추진위원회,서울특별시 서대문구,서울특별시,02-330-1410,https://sidfest.modoo.at/,,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.5746085138,126.9556117748,2021-08-12,3120000,서울특별시 서대문구
석촌호수벚꽃축제,석촌호수 일대,2021-04-02,2021-04-11,개막식 벚꽃음악회 벚꽃버스킹 벚꽃조명길 포토존 벚꽃 온라인 체험 등,서울특별시 송파구,서울특별시 송파구,,02-2147-2800,https://www.songpa.go.kr/culture/detailInfo.do?key=3794&resrceCd=CT0155-1000031&,,서울특별시 송파구 석촌호수로 197,서울특별시 송파구 잠실동 47,37.5066934,127.0989034,2021-02-17,3230000,서울특별시 송파구
